d,b,r,c,k,m,m_metrics,initial_model_type,initial_g,initial_k,actions_sequence,state_trajectory,total_steps,total_reward,final_model_type,final_g,final_k,decision,terminal_subtype,decision_full
unstructured_text,none,false,non_compliant,start,insufficient,"[0.089, 0.969, 0.754, 0.891]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M3[hig0.52|k=start] -> M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M2[hig0.35|k=start] -> M2[min0.52|k=evidence] -> M2[ban0.69|k=evidence] -> M3[hig1.00|k=proposed] -> M3[min0.25|k=final],7,-78.57,M3,"['0.000', '0.000', '1.000', '0.000']",proposed,Reject,M3_c,Reject_M3_c
unstructured_text,none,false,non_compliant,start,insufficient,"[0.177, 0.736, 0.826, 0.776]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M1[min0.36|k=start] -> M1[min0.36|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-19.9,M2,"['0.001', '0.000', '0.999', '0.000']",evidence,Reject,M2_b,Reject_M2_b
image,categorisation,false,non_compliant,start,insufficient,"[0.176, 0.852, 0.823, 0.753]",M4,"['0.002', '0.003', '0.026', '0.968']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M4[ban0.97|k=start] -> M2[ban0.50|k=start] -> M3[hig0.67|k=start] -> M3[hig0.67|k=start] -> M3[hig0.79|k=evidence] -> M3[hig0.56|k=evidence] -> M3[hig0.98|k=proposed] -> M3[min0.25|k=final],7,-38.88,M3,"['0.000', '0.001', '0.984', '0.015']",proposed,Reject,M3_d,Reject_M3_d
unstructured_text,none,false,non_compliant,start,suboptimal,"[0.051, 0.936, 0.931, 0.842]",M3,"['0.129', '0.157', '0.637', '0.078']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.64|k=start] -> M2[hig0.43|k=start] -> M1[min0.38|k=start] -> M1[min0.38|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-19.88,M2,"['0.000', '0.004', '0.996', '0.001']",evidence,Reject,M2_c,Reject_M2_c
image,remote_id,high-risk,EU_only,start,insufficient,"[0.047, 0.705, 0.878, 0.913]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.97|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-34.88,M2,"['0.000', '0.004', '0.996', '0.000']",evidence,Reject,M2_c,Reject_M2_c
structured,none,false,EU_only,start,insufficient,"[0.021, 0.784, 0.85, 0.76]",M1,"['0.251', '0.168', '0.168', '0.413']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M2[hig0.98|k=evidence] -> M2[min0.25|k=final],5,-49.84,M2,"['0.004', '0.006', '0.985', '0.004']",evidence,Reject,M2_c,Reject_M2_c
structured,categorisation,false,EU_only,start,suboptimal,"[0.12, 0.838, 0.873, 0.838]",M4,"['0.017', '0.017', '0.019', '0.946']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M4[ban0.95|k=start] -> M4[ban0.95|k=start] -> M4[ban0.95|k=start] -> M4[ban0.95|k=start] -> M4[min0.25|k=final],4,31.0,M4,"['0.017', '0.017', '0.019', '0.946']",start,Reject,M4_c,Reject_M4_c
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.189, 0.759, 0.951, 0.781]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M2[hig0.99|k=start] -> M3[hig1.00|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.001', '0.001', '0.995', '0.003']",start,Reject,M3_d,Reject_M3_d
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.019, 0.823, 0.963, 0.736]",M3,"['0.015', '0.069', '0.881', '0.036']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.88|k=start] -> M3[hig0.88|k=start] -> M3[hig0.88|k=start] -> M3[hig0.88|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.015', '0.069', '0.881', '0.036']",start,Reject,M3_c,Reject_M3_c
image,categorisation,false,non_compliant,start,insufficient,"[0.062, 0.808, 0.728, 0.773]",M4,"['0.002', '0.003', '0.026', '0.968']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.97|k=start] -> M4[ban0.97|k=start] -> M4[ban0.97|k=start] -> M2[ban0.50|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,45.1,M3,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M3_d,Reject_M3_d
video,categorisation,false,adequacy,start,suboptimal,"[0.063, 0.827, 0.903, 0.964]",M4,"['0.015', '0.027', '0.066', '0.892']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.89|k=start] -> M4[ban0.89|k=start] -> M4[ban0.89|k=start] -> M2[hig0.48|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,-84.89,M3,"['0.000', '0.000', '0.998', '0.001']",evidence,Reject,M3_c,Reject_M3_c
image,none,false,inadequate_SCC,start,insufficient,"[0.196, 0.987, 0.864, 0.9]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M3[hig0.35|k=start] -> M2[ban0.29|k=start] -> M3[hig0.42|k=start] -> M2[hig0.32|k=start] -> M2[lim0.68|k=evidence] -> M2[lim0.75|k=evidence] -> M2[lim0.86|k=proposed] -> M2[min0.25|k=final],7,-23.35,M2,"['0.000', '0.858', '0.007', '0.134']",proposed,Reject,M2_c,Reject_M2_c
unstructured_text,categorisation,false,non_compliant,start,suboptimal,"[0.027, 0.907, 0.888, 0.942]",M4,"['0.010', '0.012', '0.081', '0.897']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M4[ban0.90|k=start] -> M2[ban0.47|k=start] -> M1[min0.30|k=start] -> M1[min0.30|k=start] -> M1[min0.77|k=evidence] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],6,-20.87,M2,"['0.000', '0.003', '0.996', '0.001']",evidence,Reject,M2_b,Reject_M2_b
unstructured_text,none,false,EU_only,start,insufficient,"[0.016, 0.717, 0.868, 0.785]",M1,"['0.251', '0.168', '0.168', '0.413']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.52|k=evidence] -> M2[hig0.98|k=evidence] -> M2[min0.25|k=final],6,-90.34,M2,"['0.001', '0.014', '0.984', '0.001']",evidence,Reject,M2_d,Reject_M2_d
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.07, 0.83, 0.944, 0.866]",M3,"['0.002', '0.005', '0.991', '0.002']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.002', '0.004', '0.992', '0.002']",start,Reject,M3_c,Reject_M3_c
structured,categorisation,false,inadequate_SCC,start,insufficient,"[0.048, 0.77, 0.791, 0.737]",M4,"['0.004', '0.004', '0.011', '0.981']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.98|k=start] -> M4[ban0.98|k=start] -> M2[ban0.51|k=start] -> M3[hig0.67|k=start] -> M3[hig0.95|k=evidence] -> M3[min0.25|k=final],5,-84.69,M3,"['0.004', '0.019', '0.949', '0.029']",evidence,Reject,M3_c,Reject_M3_c
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.161, 0.941, 0.898, 0.792]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,46.0,M3,"['0.001', '0.001', '0.995', '0.003']",start,Reject,M3_c,Reject_M3_c
multimodal,categorisation,false,EU_only,start,insufficient,"[0.196, 0.97, 0.757, 0.96]",M4,"['0.004', '0.003', '0.013', '0.980']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M4[ban0.98|k=start] -> M2[ban0.50|k=start] -> M2[ban0.50|k=start] -> M2[ban0.50|k=start] -> M2[hig0.64|k=evidence] -> M4[ban0.99|k=evidence] -> M4[min0.25|k=final],6,-35.34,M4,"['0.000', '0.000', '0.015', '0.985']",evidence,Reject,M4_d,Reject_M4_d
structured,categorisation,false,non_compliant,start,insufficient,"[0.039, 0.704, 0.944, 0.865]",M4,"['0.002', '0.002', '0.020', '0.976']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_accept,M4[ban0.98|k=start] -> M2[ban0.51|k=start] -> M1[ban0.30|k=start] -> M1[ban0.30|k=start] -> M1[min0.68|k=evidence] -> M1[min0.72|k=evidence] -> M1[min0.98|k=proposed] -> M1[min0.25|k=final],7,66.29,M1,"['0.978', '0.004', '0.000', '0.018']",proposed,Accept,M1_a,Accept_M1_a
image,none,false,non_compliant,start,insufficient,"[0.013, 0.988, 0.915, 0.735]",M3,"['0.085', '0.115', '0.569', '0.231']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.57|k=start] -> M2[hig0.39|k=start] -> M3[hig0.48|k=start] -> M3[hig0.48|k=start] -> M4[ban1.00|k=evidence] -> M4[min0.25|k=final],5,45.11,M4,"['0.001', '0.000', '0.002', '0.997']",evidence,Reject,M4_d,Reject_M4_d
multimodal,verification,high-risk,inadequate_SCC,start,insufficient,"[0.044, 0.706, 0.957, 0.774]",M3,"['0.006', '0.025', '0.951', '0.017']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M2[hig0.93|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.010', '0.034', '0.931', '0.025']",start,Reject,M2_c,Reject_M2_c
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.086, 0.73, 0.722, 0.865]",M4,"['0.004', '0.004', '0.005', '0.987']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M4[ban0.99|k=start] -> M2[ban0.52|k=start] -> M2[ban0.52|k=start] -> M3[hig0.67|k=start] -> M3[hig0.85|k=evidence] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],6,53.83,M2,"['0.000', '0.003', '0.997', '0.000']",evidence,Reject,M2_a,Reject_M2_a
unstructured_text,none,false,adequacy,start,suboptimal,"[0.097, 0.941, 0.83, 0.935]",M1,"['0.283', '0.382', '0.232', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M1[lim0.38|k=start] -> M1[lim0.38|k=start] -> M1[lim0.38|k=start] -> M1[lim0.38|k=start] -> M1[min0.58|k=evidence] -> M1[min0.75|k=evidence] -> M1[min0.93|k=proposed] -> M1[min0.25|k=final],7,-53.49,M1,"['0.927', '0.072', '0.000', '0.001']",proposed,Reject,M1_b,Reject_M1_b
image,verification,high-risk,non_compliant,start,insufficient,"[0.076, 0.85, 0.783, 0.774]",M3,"['0.006', '0.020', '0.953', '0.021']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.006', '0.020', '0.953', '0.021']",start,Reject,M3_c,Reject_M3_c
image,categorisation,false,EU_only,start,insufficient,"[0.075, 0.735, 0.788, 0.905]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.99|k=start] -> M2[ban0.51|k=start] -> M1[ban0.30|k=start] -> M1[ban0.30|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-19.89,M2,"['0.000', '0.000', '0.998', '0.002']",evidence,Reject,M2_c,Reject_M2_c
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.116, 0.772, 0.802, 0.821]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M2[hig0.97|k=start] -> M1[hig0.82|k=start] -> M1[hig0.82|k=start] -> M1[hig0.82|k=start] -> M1[hig0.77|k=evidence] -> M1[min0.57|k=evidence] -> M2[hig0.99|k=proposed] -> M2[min0.25|k=final],7,-38.85,M2,"['0.000', '0.007', '0.993', '0.000']",proposed,Reject,M2_b,Reject_M2_b
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.079, 0.795, 0.872, 0.752]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-74.0,M2,"['0.004', '0.004', '0.976', '0.016']",start,Reject,M2_c,Reject_M2_c
structured,categorisation,false,non_compliant,start,insufficient,"[0.199, 0.892, 0.888, 0.856]",M4,"['0.002', '0.002', '0.020', '0.976']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.98|k=start] -> M4[ban0.98|k=start] -> M2[ban0.51|k=start] -> M2[ban0.51|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,-84.9,M3,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M3_c,Reject_M3_c
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.16, 0.766, 0.816, 0.823]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-44.0,M3,"['0.002', '0.003', '0.986', '0.009']",start,Reject,M3_b,Reject_M3_b
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.166, 0.812, 0.812, 0.873]",M3,"['0.095', '0.141', '0.573', '0.191']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M2[hig0.49|k=start] -> M2[hig0.49|k=start] -> M2[lim0.54|k=evidence] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],6,54.6,M3,"['0.000', '0.000', '0.999', '0.000']",evidence,Reject,M3_c,Reject_M3_c
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.023, 0.876, 0.808, 0.749]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.97|k=start] -> M1[hig0.82|k=start] -> M1[hig0.82|k=start] -> M1[hig0.82|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,55.13,M2,"['0.002', '0.006', '0.992', '0.000']",evidence,Reject,M2_c,Reject_M2_c
image,categorisation,false,inadequate_SCC,start,insufficient,"[0.177, 0.87, 0.868, 0.815]",M4,"['0.004', '0.007', '0.015', '0.975']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M4[ban0.98|k=start] -> M4[ban0.98|k=start] -> M2[ban0.50|k=start] -> M1[ban0.30|k=start] -> M1[min0.74|k=evidence] -> M2[hig0.97|k=evidence] -> M2[min0.25|k=final],6,-20.65,M2,"['0.000', '0.023', '0.971', '0.007']",evidence,Reject,M2_b,Reject_M2_b
unstructured_text,none,false,non_compliant,start,suboptimal,"[0.039, 0.833, 0.902, 0.862]",M3,"['0.129', '0.157', '0.637', '0.078']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.64|k=start] -> M3[hig0.64|k=start] -> M3[hig0.64|k=start] -> M2[hig0.43|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,45.1,M3,"['0.000', '0.001', '0.999', '0.000']",evidence,Reject,M3_d,Reject_M3_d
multimodal,verification,high-risk,adequacy,start,suboptimal,"[0.123, 0.966, 0.857, 0.916]",M2,"['0.014', '0.065', '0.914', '0.008']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.91|k=start] -> M1[hig0.80|k=start] -> M1[hig0.80|k=start] -> M1[hig0.80|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,55.11,M2,"['0.000', '0.003', '0.997', '0.000']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,none,false,non_compliant,start,insufficient,"[0.038, 0.871, 0.907, 0.733]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.52|k=start] -> M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M2[hig0.35|k=start] -> M4[ban0.87|k=evidence] -> M4[min0.25|k=final],5,45.64,M4,"['0.001', '0.016', '0.118', '0.865']",evidence,Reject,M4_d,Reject_M4_d
unstructured_text,verification,high-risk,EU_only,start,suboptimal,"[0.087, 0.946, 0.883, 0.824]",M2,"['0.049', '0.126', '0.801', '0.024']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.80|k=start] -> M2[hig0.80|k=start] -> M1[hig0.74|k=start] -> M1[hig0.74|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-34.88,M2,"['0.000', '0.003', '0.996', '0.000']",evidence,Reject,M2_c,Reject_M2_c
image,verification,high-risk,non_compliant,start,insufficient,"[0.188, 0.743, 0.865, 0.922]",M3,"['0.006', '0.020', '0.953', '0.021']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.95|k=start] -> M2[hig0.87|k=start] -> M1[hig0.78|k=start] -> M1[hig0.78|k=start] -> M2[hig0.88|k=evidence] -> M2[min0.25|k=final],5,-59.41,M2,"['0.001', '0.121', '0.876', '0.001']",evidence,Reject,M2_d,Reject_M2_d
multimodal,categorisation,false,inadequate_SCC,start,insufficient,"[0.097, 0.729, 0.733, 0.833]",M4,"['0.003', '0.005', '0.032', '0.960']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.96|k=start] -> M2[ban0.49|k=start] -> M3[hig0.72|k=start] -> M2[hig0.81|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,60.1,M3,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M3_d,Reject_M3_d
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.111, 0.939, 0.761, 0.871]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[min0.25|k=final],4,-89.0,M2,"['0.005', '0.006', '0.972', '0.018']",start,Reject,M2_d,Reject_M2_d
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.153, 0.702, 0.905, 0.989]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.77|k=start] -> M3[hig0.86|k=start] -> M3[hig0.86|k=start] -> M2[hig0.82|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,-44.9,M3,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M3_d,Reject_M3_d
unstructured_text,none,false,adequacy,start,insufficient,"[0.047, 0.828, 0.872, 0.712]",M1,"['0.229', '0.207', '0.187', '0.377']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,-49.85,M2,"['0.000', '0.009', '0.988', '0.003']",evidence,Reject,M2_c,Reject_M2_c
structured,none,false,non_compliant,start,insufficient,"[0.182, 0.796, 0.9, 0.807]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.52|k=start] -> M3[hig0.52|k=start] -> M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M4[ban0.84|k=evidence] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],6,-36.15,M2,"['0.000', '0.006', '0.994', '0.000']",evidence,Reject,M2_b,Reject_M2_b
image,none,false,inadequate_SCC,start,insufficient,"[0.151, 0.931, 0.853, 0.771]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.35|k=start] -> M2[ban0.29|k=start] -> M1[min0.36|k=start] -> M1[min0.36|k=start] -> M2[hig0.96|k=evidence] -> M2[min0.25|k=final],5,-19.74,M2,"['0.007', '0.027', '0.961', '0.005']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.094, 0.776, 0.704, 0.973]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M3[hig0.95|k=start] -> M2[hig0.87|k=start] -> M1[hig0.77|k=start] -> M1[hig0.77|k=start] -> M1[min0.50|k=evidence] -> M1[min0.67|k=evidence] -> M2[hig0.99|k=proposed] -> M2[min0.25|k=final],7,-23.44,M2,"['0.000', '0.006', '0.994', '0.000']",proposed,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.028, 0.916, 0.765, 0.701]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.97|k=start] -> M1[hig0.82|k=start] -> M1[hig0.82|k=start] -> M1[hig0.82|k=start] -> M2[hig0.97|k=evidence] -> M2[min0.25|k=final],5,-34.78,M2,"['0.001', '0.028', '0.971', '0.000']",evidence,Reject,M2_b,Reject_M2_b
multimodal,verification,high-risk,EU_only,start,insufficient,"[0.052, 0.761, 0.729, 0.825]",M2,"['0.017', '0.039', '0.904', '0.041']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_accept,M2[hig0.90|k=start] -> M1[hig0.79|k=start] -> M1[hig0.79|k=start] -> M1[hig0.79|k=start] -> M1[min0.56|k=evidence] -> M1[min0.92|k=evidence] -> M1[min0.25|k=final],6,54.92,M1,"['0.919', '0.078', '0.002', '0.001']",evidence,Accept,M1_a,Accept_M1_a
structured,none,false,non_compliant,start,insufficient,"[0.171, 0.701, 0.783, 0.906]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.52|k=start] -> M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M1[min0.36|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,70.14,M2,"['0.000', '0.011', '0.989', '0.000']",evidence,Reject,M2_c,Reject_M2_c
video,remote_id,high-risk,EU_only,start,insufficient,"[0.196, 0.965, 0.914, 0.893]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.001', '0.001', '0.993', '0.005']",start,Reject,M3_d,Reject_M3_d
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.178, 0.911, 0.973, 0.978]",M2,"['0.001', '0.002', '0.990', '0.006']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M2[hig0.94|k=evidence] -> M2[min0.25|k=final],5,-34.66,M2,"['0.000', '0.058', '0.939', '0.002']",evidence,Reject,M2_c,Reject_M2_c
multimodal,verification,high-risk,EU_only,start,insufficient,"[0.065, 0.71, 0.847, 0.873]",M2,"['0.017', '0.039', '0.904', '0.041']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.90|k=start] -> M3[hig0.94|k=start] -> M3[hig0.94|k=start] -> M2[hig0.93|k=start] -> M2[min0.25|k=final],4,56.0,M2,"['0.012', '0.033', '0.926', '0.029']",start,Reject,M2_b,Reject_M2_b
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.104, 0.979, 0.702, 0.92]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.66|k=evidence] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],6,-60.43,M2,"['0.001', '0.000', '0.998', '0.001']",evidence,Reject,M2_c,Reject_M2_c
image,categorisation,false,EU_only,start,insufficient,"[0.043, 0.979, 0.871, 0.75]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.99|k=start] -> M2[ban0.51|k=start] -> M2[ban0.51|k=start] -> M1[ban0.30|k=start] -> M2[hig0.98|k=evidence] -> M2[min0.25|k=final],5,-19.84,M2,"['0.000', '0.005', '0.985', '0.010']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.174, 0.913, 0.905, 0.739]",M4,"['0.004', '0.004', '0.011', '0.981']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M4[ban0.98|k=start] -> M4[ban0.98|k=start] -> M2[ban0.51|k=start] -> M1[ban0.30|k=start] -> M1[min0.58|k=evidence] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],6,-20.38,M2,"['0.002', '0.004', '0.994', '0.000']",evidence,Reject,M2_d,Reject_M2_d
