d,b,r,c,k,m,m_metrics,initial_identified_model,initial_g,initial_k,actions_sequence,state_trajectory,total_steps,final_state,final_g,final_k,total_reward,decision,terminal_subtype
video,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.18, 0.878, 0.797, 0.941]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
multimodal,none,false,non_compliant,start,insufficient,"[0.021, 0.813, 0.827, 0.725]",M3,"['0.046', '0.051', '0.763', '0.139']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
structured,categorisation,false,non_compliant,start,insufficient,"[0.062, 0.758, 0.739, 0.89]",M4,"['0.002', '0.002', '0.020', '0.976']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.047, 0.899, 0.754, 0.847]",M4,"['0.004', '0.004', '0.011', '0.981']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
multimodal,remote_id,high-risk,EU_only,start,suboptimal,"[0.102, 0.931, 0.851, 0.809]",M2,"['0.002', '0.003', '0.993', '0.002']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M2 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
image,none,false,inadequate_SCC,start,insufficient,"[0.023, 0.829, 0.775, 0.861]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,M3 -> M3 -> M3 -> M3 -> M3 -> M3 -> M3 -> Accept_M3_a,7,Accept_M3_a,"['0.250', '0.250', '0.250', '0.250']",final,38,Accept,a
image,verification,high-risk,EU_only,start,suboptimal,"[0.035, 0.817, 0.924, 0.957]",M2,"['0.036', '0.152', '0.794', '0.018']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.072, 0.861, 0.791, 0.893]",M3,"['0.000', '0.000', '0.998', '0.002']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
multimodal,categorisation,false,non_compliant,start,insufficient,"[0.041, 0.767, 0.881, 0.977]",M4,"['0.002', '0.002', '0.057', '0.938']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
video,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.066, 0.831, 0.925, 0.936]",M3,"['0.006', '0.037', '0.953', '0.004']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M2 -> M3 -> M3 -> M2 -> M3 -> M3 -> M4 -> Reject_M4_d,10,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,32,Reject,d
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.109, 0.859, 0.78, 0.884]",M3,"['0.002', '0.004', '0.988', '0.007']",start,a_eval -> a_eval -> a_reject,M3 -> M2 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-84,Reject,d
multimodal,none,false,non_compliant,start,insufficient,"[0.16, 0.73, 0.803, 0.801]",M3,"['0.046', '0.051', '0.763', '0.139']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_b,2,Reject_M4_b,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,b
image,none,false,EU_only,start,insufficient,"[0.081, 0.725, 0.897, 0.823]",M1,"['0.215', '0.237', '0.194', '0.354']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M1 -> M1 -> M1 -> M2 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
image,categorisation,false,EU_only,start,insufficient,"[0.039, 0.788, 0.767, 0.746]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_reject,M4 -> Reject_M4_c,1,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,c
video,remote_id,high-risk,EU_only,start,insufficient,"[0.145, 0.979, 0.753, 0.71]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M2 -> M3 -> M2 -> M3 -> M4 -> Reject_M4_d,7,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,d
multimodal,none,false,inadequate_SCC,start,suboptimal,"[0.047, 0.905, 0.843, 0.849]",M3,"['0.103', '0.229', '0.622', '0.046']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
multimodal,categorisation,false,EU_only,start,suboptimal,"[0.07, 0.823, 0.823, 0.957]",M4,"['0.015', '0.020', '0.055', '0.909']",start,a_eval -> a_eval -> a_reject,M4 -> M2 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.016, 0.758, 0.847, 0.952]",M3,"['0.002', '0.004', '0.988', '0.007']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_c,2,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,c
multimodal,verification,high-risk,adequacy,start,insufficient,"[0.152, 0.952, 0.943, 0.953]",M2,"['0.014', '0.043', '0.910', '0.034']",start,a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-86,Reject,d
multimodal,verification,high-risk,non_compliant,start,suboptimal,"[0.124, 0.889, 0.897, 0.936]",M3,"['0.002', '0.010', '0.985', '0.002']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
multimodal,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.084, 0.912, 0.95, 0.886]",M3,"['0.001', '0.002', '0.997', '0.001']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
structured,categorisation,false,EU_only,start,insufficient,"[0.03, 0.715, 0.771, 0.798]",M4,"['0.004', '0.003', '0.004', '0.989']",start,a_reject,M4 -> Reject_M4_c,1,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,c
image,remote_id,high-risk,EU_only,start,insufficient,"[0.184, 0.799, 0.886, 0.863]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M2 -> M3 -> M2 -> M3 -> M2 -> M2 -> M4 -> Reject_M4_c,10,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,32,Reject,c
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.124, 0.723, 0.774, 0.961]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_c,5,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,c
multimodal,categorisation,false,inadequate_SCC,start,insufficient,"[0.194, 0.95, 0.907, 0.854]",M4,"['0.003', '0.005', '0.032', '0.960']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,none,false,inadequate_SCC,start,insufficient,"[0.017, 0.95, 0.791, 0.829]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M3 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
video,none,false,adequacy,start,suboptimal,"[0.068, 0.942, 0.91, 0.947]",M2,"['0.168', '0.306', '0.457', '0.068']",start,a_eval -> a_eval -> a_reject,M2 -> M2 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
structured,categorisation,false,EU_only,start,insufficient,"[0.121, 0.972, 0.745, 0.791]",M4,"['0.004', '0.003', '0.004', '0.989']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,categorisation,false,EU_only,start,suboptimal,"[0.012, 0.849, 0.918, 0.818]",M4,"['0.017', '0.017', '0.019', '0.946']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,none,false,EU_only,start,insufficient,"[0.08, 0.796, 0.725, 0.927]",M1,"['0.215', '0.237', '0.194', '0.354']",start,a_eval -> a_eval -> a_reject,M1 -> M2 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.163, 0.807, 0.827, 0.814]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_eval -> a_eval -> a_reject,M2 -> M2 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
image,remote_id,high-risk,EU_only,start,insufficient,"[0.18, 0.771, 0.904, 0.82]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M2 -> M3 -> M4 -> Reject_M4_d,6,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,40,Reject,d
image,verification,high-risk,EU_only,start,insufficient,"[0.144, 0.758, 0.837, 0.976]",M2,"['0.035', '0.101', '0.785', '0.079']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M2 -> M2 -> M2 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_d,9,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,34,Reject,d
unstructured_text,none,false,adequacy,start,insufficient,"[0.127, 0.877, 0.833, 0.792]",M1,"['0.229', '0.207', '0.187', '0.377']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M1 -> M1 -> M2 -> M3 -> M3 -> M3 -> M4 -> Reject_M4_d,7,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,d
image,none,false,EU_only,start,insufficient,"[0.126, 0.768, 0.862, 0.805]",M1,"['0.215', '0.237', '0.194', '0.354']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M1 -> M1 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_d,6,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,40,Reject,d
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.133, 0.791, 0.755, 0.779]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.075, 0.846, 0.799, 0.898]",M4,"['0.002', '0.002', '0.020', '0.976']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.105, 0.747, 0.944, 0.705]",M3,"['0.015', '0.069', '0.881', '0.036']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M2 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
image,categorisation,false,non_compliant,start,insufficient,"[0.078, 0.704, 0.82, 0.817]",M4,"['0.002', '0.003', '0.026', '0.968']",start,a_reject,M4 -> Reject_M4_c,1,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,c
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.193, 0.97, 0.911, 0.822]",M4,"['0.004', '0.004', '0.011', '0.981']",start,a_reject,M4 -> Reject_M4_c,1,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,c
image,categorisation,false,inadequate_SCC,start,suboptimal,"[0.12, 0.863, 0.88, 0.847]",M4,"['0.015', '0.040', '0.060', '0.886']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,verification,high-risk,non_compliant,start,suboptimal,"[0.063, 0.891, 0.919, 0.936]",M3,"['0.006', '0.030', '0.959', '0.005']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_c,2,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,c
image,verification,high-risk,non_compliant,start,insufficient,"[0.183, 0.828, 0.912, 0.753]",M3,"['0.006', '0.020', '0.953', '0.021']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.187, 0.961, 0.972, 0.835]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_reject,M2 -> M3 -> M4 -> Reject_M4_c,3,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,c
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.042, 0.891, 0.771, 0.787]",M4,"['0.004', '0.004', '0.011', '0.981']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.014, 0.915, 0.757, 0.957]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.072, 0.765, 0.749, 0.702]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_reject,M2 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
image,verification,high-risk,non_compliant,start,insufficient,"[0.17, 0.736, 0.777, 0.946]",M3,"['0.006', '0.020', '0.953', '0.021']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M2 -> M2 -> M2 -> M4 -> Reject_M4_c,7,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,c
video,categorisation,false,inadequate_SCC,start,insufficient,"[0.146, 0.771, 0.771, 0.979]",M4,"['0.003', '0.005', '0.032', '0.960']",start,a_reject,M4 -> Reject_M4_c,1,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,c
unstructured_text,none,false,inadequate_SCC,start,suboptimal,"[0.028, 0.809, 0.858, 0.826]",M3,"['0.205', '0.338', '0.374', '0.083']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_c,7,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,c
structured,verification,high-risk,EU_only,start,insufficient,"[0.178, 0.953, 0.785, 0.746]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-86,Reject,d
image,verification,high-risk,EU_only,start,insufficient,"[0.119, 0.971, 0.719, 0.794]",M2,"['0.035', '0.101', '0.785', '0.079']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M4 -> M3 -> M2 -> M3 -> M4 -> Reject_M4_d,6,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,40,Reject,d
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.164, 0.845, 0.818, 0.72]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M2 -> M2 -> M2 -> M4 -> Reject_M4_d,6,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,40,Reject,d
structured,categorisation,false,EU_only,start,insufficient,"[0.175, 0.988, 0.726, 0.846]",M4,"['0.004', '0.003', '0.004', '0.989']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,none,false,adequacy,start,suboptimal,"[0.045, 0.854, 0.92, 0.86]",M1,"['0.283', '0.382', '0.232', '0.104']",start,a_eval -> a_eval -> a_reject,M1 -> M2 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.156, 0.824, 0.924, 0.903]",M3,"['0.174', '0.192', '0.317', '0.317']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
unstructured_text,none,false,non_compliant,start,insufficient,"[0.08, 0.71, 0.969, 0.741]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
multimodal,verification,high-risk,EU_only,start,insufficient,"[0.15, 0.762, 0.762, 0.859]",M2,"['0.017', '0.039', '0.904', '0.041']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.123, 0.857, 0.804, 0.756]",M3,"['0.015', '0.069', '0.881', '0.036']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
image,none,false,inadequate_SCC,start,insufficient,"[0.066, 0.919, 0.807, 0.752]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
multimodal,verification,high-risk,adequacy,start,insufficient,"[0.048, 0.955, 0.723, 0.913]",M2,"['0.014', '0.043', '0.910', '0.034']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.018, 0.722, 0.785, 0.824]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_reject,M2 -> M2 -> M4 -> Reject_M4_c,3,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,c
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.065, 0.753, 0.966, 0.964]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M2 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
structured,categorisation,false,inadequate_SCC,start,insufficient,"[0.11, 0.701, 0.761, 0.945]",M4,"['0.004', '0.004', '0.011', '0.981']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.109, 0.87, 0.913, 0.729]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-86,Reject,d
image,none,false,non_compliant,start,insufficient,"[0.184, 0.769, 0.722, 0.871]",M3,"['0.085', '0.115', '0.569', '0.231']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.055, 0.745, 0.851, 0.86]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
structured,verification,high-risk,non_compliant,start,suboptimal,"[0.069, 0.808, 0.803, 0.938]",M3,"['0.008', '0.025', '0.961', '0.006']",start,a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.083, 0.794, 0.755, 0.785]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_c,2,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,c
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.109, 0.744, 0.888, 0.867]",M4,"['0.004', '0.004', '0.005', '0.987']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.093, 0.838, 0.948, 0.892]",M2,"['0.005', '0.009', '0.983', '0.004']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M3 -> M3 -> M3 -> M4 -> Reject_M4_d,7,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,d
image,categorisation,false,EU_only,start,insufficient,"[0.05, 0.848, 0.712, 0.749]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,none,false,inadequate_SCC,start,insufficient,"[0.133, 0.735, 0.79, 0.721]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_eval -> a_eval -> a_reject,M3 -> M2 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.154, 0.708, 0.839, 0.917]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.161, 0.842, 0.821, 0.93]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_eval -> a_eval -> a_eval -> a_reject,M3 -> M4 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.187, 0.781, 0.89, 0.813]",M3,"['0.095', '0.141', '0.573', '0.191']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.075, 0.933, 0.97, 0.785]",M3,"['0.000', '0.000', '0.998', '0.002']",start,a_eval -> a_eval -> a_eval -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M4 -> M4 -> M2 -> M2 -> M4 -> Reject_M4_d,8,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-96,Reject,d
image,verification,high-risk,non_compliant,start,insufficient,"[0.11, 0.923, 0.739, 0.77]",M3,"['0.006', '0.020', '0.953', '0.021']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-82,Reject,d
image,categorisation,false,EU_only,start,insufficient,"[0.181, 0.833, 0.908, 0.738]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
